Patch BS Offset,Patch NS Offset,Patch BS Coefficient,Patch NS Coefficient,Patch BS Exponent,Patch NS Exponent,Patch BS AI,Patch NS AI
47.4369630520367,NaN,4.97073406802368,NaN,-9.90072310825171,NaN,0.890476190476191,NaN
52.1499743858046,38.1696193081912,3.88069061283554,2.81788101949268,-1.60270636343743,-65.6421725931596,0.921465968586385,0.975708502024294
21.9270748930701,124.629972598868,32.0457930890928,0.00312712385521388,-17.0480118354349,-0.486859478897931,0.355029585798817,1.16
NaN,87.5204706958351,NaN,27.5673104397658,NaN,-72.7970499636445,NaN,0.838095238095234
79.5028765770726,0.0419534540667821,3.85465644230738e-06,108.8608298711,-1.41162161085284e-07,-0.0986309637140775,1.06504065040651,0.919999999999988
4.98979125627426e-08,75.9522761089879,87.0311145177424,0.204100042304263,-11.0664146354741,-122.159884149933,0.545454545454543,1
NaN,149.999999999863,NaN,5.21975614012663e-07,NaN,-188.330560341354,NaN,1.6
31.2462905610739,26.4184373196599,14.237025309173,6.4893925909902,-8.93704529134733,-25.2392905557473,0.888888888888892,0.803170409511232
28.8101221907677,77.9423304166261,22.4368664392966,9.51652745107632,-81.1264523299722,-0.259793495325591,0.933014354066997,1.05381165919283
14.3940139150328,26.1726628569375,125.413487031364,20.7138628574383,-54.2674800157894,-13.7403537595458,0.0860084797092669,0.434689507494647
34.1366393282506,47.9947289079593,51.6693197511447,27.0836570895761,-103.714933701736,-3.48245599658716,0.317871759890861,0.453724604966142
13.2793009792095,76.7250400374049,107.826097207903,33.3689818964967,-53.8004958622086,-117.043562640997,0.0923852183650614,0.655913978494627
14.7875716917616,0.218513815376829,10.5130225024198,146.489840859015,-5.39160570892992,-0.0526889223641628,0.55711127487104,0.761290322580655
13.3379313082992,27.2563000733953,7.13410211167568,9.3674972939536,-8.5314896233365,-58.4834269354508,0.627030539311241,0.776183644189385
12.8065797364823,15.059144390928,7.54673868568047,93.8120639504207,-7.23466811587955,-0.0165269524322504,0.588704726826273,1
19.5852174138844,0.000167088903925112,17.4142297613364,39.7658307816117,-3.86623386220378,-0.105289889882782,0.536138079827402,1.10350584307178
57.0443709900427,29.0035420468905,15.9928578592146,34.8426456604304,-115.895728980026,-4.89155204438377,0.814925373134335,0.345663265306125
20.591531076884,59.8138032087546,16.0193604481929,9.32705507002787,-17.0179188744872,-85.5619900121413,0.526621490803485,0.935275080906149
22.9273991284663,115.730975775509,16.7041225106644,6.65953666820415,-0.0863303995653836,-194.107093594452,3.86345381526105,0.920903954802256
21.9831715998059,19.6284596168749,16.9015512664181,14.9181011024251,-14.1444453921158,-54.7396566705365,0.503553299492387,0.589795918367346
10.1956871085583,4.63386945920942e-06,62.2288101439947,86.0896747782592,-36.1058278385093,-0.945367204491542,0.119532265049804,0.619834710743797
12.9514537869222,99.2473681628514,17.4106361584481,31.3048901178263,-11.0996160433527,-27.1246179779522,0.368119266055046,0.68837209302325
11.4087493772242,60.3296806501423,28.9491746303663,32.2691896431851,-19.1461280396882,-34.3192002999212,0.20064856100527,0.810218978102193
10.5059122074181,2.37463909917978e-05,11.1130737073392,49.4710019307456,-13.4953192572978,-0.31581459350888,0.43465909090909,0.83367983367983
12.4649762125816,25.0599863190782,9.57862041123196,54.8190928082546,-34.9607658308802,-6.75585592907661,0.505022321428572,0.190041493775933
NaN,56.8874590864825,NaN,6.38020824692898,NaN,-2.92232608593612,NaN,0.876790830945566
NaN,0.026971803289031,NaN,94.186949380806,NaN,-0.0884114111627451,NaN,0.870292887029293
6.57140438685678e-12,50.1847093853834,31.9505870218255,4.53968670784028,-2.61116130101284,-88.1323561151973,0.0486598596043396,0.957333333333332
14.8678535893222,0.0427212735722629,9.9749958746382,80.6633970583493,-21.5081653061094,-0.101483143027774,0.602831594634872,0.930313588850167
9.6410057041774,13.1810348905183,15.3595036976012,16.8261367962504,-9.46730374132937,-3.32097248362083,0.484848484848484,0.453216374269006
15.458935150856,0.000517845204858086,3.74881895798425,55.7760821632476,-16.3200363527546,-0.0937161301861972,0.766348273328432,0.880597014925375
8.9402983779222,37.2322792266862,15.870344880386,78.2972594277441,-2.53990913798991,-59.8254484698802,0.397478070175439,0.311594202898552
14.3426406846215,26.8993252802297,8.84280986055757,21.6681241044351,-13.1780136975614,-7.73015068503193,0.62892622352082,0.48913043478261
9.25720547206462,NaN,20.901276303796,NaN,-15.0268708235858,NaN,0.274247491638796,NaN
31.9075488805248,58.2778597548715,51.0559432837788,4.05263418581655,-0.647685825947212,-24.161446165391,0.573002754820938,0.924637681159422
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
37.6193221171026,NaN,20.218931549461,NaN,-6.0435641883606,NaN,0.608778625954195,NaN
12.5663354455428,NaN,12.9345717123141,NaN,-9.29774961133722,NaN,0.494603174603175,NaN
22.4298464342114,NaN,33.828230112207,NaN,-6.20359759067916,NaN,0.389595375722541,NaN
0.0753492219471237,NaN,40.4883746176354,NaN,-0.0692981215494888,NaN,0.941580756013748,NaN
0.0537614897480441,NaN,23.9729509481627,NaN,-3.02218556329567,NaN,0.0732484076433122,NaN
14.2443707066649,NaN,11.8927253816463,NaN,-7.91817911611864,NaN,0.499669530733643,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39.8888034832451,NaN,17.3275986798047,NaN,-8.33953208733677,NaN,0.65217391304348,NaN
64.5694261546615,NaN,24.4494304826468,NaN,-55.2024220069324,NaN,0.786206896551724,NaN
12.314020109495,NaN,23.4848921593088,NaN,-27.9973755762622,NaN,0.306593406593406,NaN
21.3513333270992,NaN,15.1645110370606,NaN,-11.5488212143952,NaN,0.54384236453202,NaN
3.95106160604439,NaN,12.7478254363427,NaN,-2.75990566180986,NaN,0.216977611940299,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14.9643034542312,NaN,11.2568006015301,NaN,-19.5958951580362,NaN,0.582761250953472,NaN
26.6706611879543,NaN,9.36230201554556,NaN,-52.9424645535003,NaN,0.819117647058824,NaN
3.278907006166e-05,NaN,35.4036358143287,NaN,-0.0295716380625422,NaN,0.907872696817423,NaN
20.6693551493006,NaN,12.6101986083447,NaN,-1.84663369104587,NaN,0.750301568154404,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16.3540066866592,NaN,53.764527846443,NaN,-34.4556540678484,NaN,0.215641609719058,NaN
11.5764662939736,NaN,41.7139085444183,NaN,-29.3773827599949,NaN,0.206157229246839,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.00892571399129e-06,NaN,31.6291621677114,NaN,-0.843750071287077,NaN,0.764130434782608,NaN
7.9612651983077,NaN,13.6993797341626,NaN,-6.73640138559685,NaN,0.486556359875905,NaN
40.0673089072678,NaN,17.7725798169901,NaN,-2.45164009523018,NaN,0.714285714285714,NaN
2.41860593660683,NaN,36.6083161735554,NaN,-2.21869722438543,NaN,0.724137931034483,NaN
