Patch BS Offset,Patch NS Offset,Patch BS Coefficient,Patch NS Coefficient,Patch BS Exponent,Patch NS Exponent,Patch BS AI,Patch NS AI
58.4663972952378,61.6059431125528,3.31545079924215,81.094073091215,-4.43036415590119,-19.5964647856575,0.909090909090907,0.650943396226413
65.8761280479349,49.7955171635384,2.3756150281054e-06,5.89641013960658,-0.000597089860553319,-88.37858615082,0.934210526315796,0.983516483516497
27.6971856648095,137.84423113109,53.2980907814313,0.000122102791696738,-22.7449012676135,-0.0010549345722697,0.255319148936171,1.16216216216214
1.27377872122638e-09,7.05942061860235e-06,61.5908498919841,119.920091839062,-6.74363495565076,-11.4369416488698,0.507886435331231,0.447513812154696
91.1878575958179,83.7157015151479,18.516669564654,50.0840064069568,-79.5823325123265,-0.147494050652415,0.812499999999993,0.999999999999986
122.265815204776,84.2859482400286,15.0853282897274,6.25436493909134e-13,-119.345835966997,-112.596206873293,0.890243902439023,1.26576576576575
NaN,149.998091420668,NaN,23.0462698208881,NaN,-0.00100000167460617,NaN,1.44791666666663
NaN,0.00150663284130196,NaN,47.6705079773614,NaN,-0.152475202786958,NaN,0.634387351778654
7.2476297991105,0.0812402539791747,62.4332420377248,102.65036972717,-4.35406328099382,-0.0497563162500207,0.139931740614334,0.879629629629624
18.6846468326174,42.5649117335239,122.794489892321,24.5094073354741,-58.7618938209053,-18.0626400613107,0.123144104803494,0.655773420479302
44.9497668190345,72.1858268419313,71.7905331279639,29.4823729257773,-93.8932271346345,-4.74486726384903,0.340637450199205,0.573943661971831
18.2834122503563,8.61372971717449e-05,128.121883102813,107.484753936828,-63.3419402079932,-0.252604317464782,0.112303881090009,0.631799163179905
19.5138987515968,0.00156343559248835,18.3085797615276,169.69541973453,-8.62521717034051,-0.0774640713799852,0.483747609942638,0.868217054263565
17.7562035663565,33.5190589975189,11.1293613405796,19.1169886430078,-10.6577608701018,-16.2825910322603,0.574341546304164,0.700361010830322
15.4518783624118,4.14901216349379,9.17784016963746,125.342336337515,-11.1733796678524,-0.0222237124037527,0.603617181612659,0.845679012345682
28.7027818156886,54.6587960303481,32.7638949711625,0.000185632324815577,-7.00920512302726,-0.00574205658122209,0.436185133239834,1.01329787234042
8.67182412148733e-06,49.0216042429576,79.2642493986006,43.9133435251034,-3.75395925164748,-4.74134915913103,0.831775700934577,0.424311926605503
NaN,78.1752341993846,NaN,12.0893596692547,NaN,-42.2586959672568,NaN,0.9324894514768
0.000283157608083798,130.409525739777,51.620640060422,0.00048284844900416,-0.14542235357144,-0.00189421886997038,0.58780276816609,0.986394557823101
29.8414930573163,0.978894692657421,24.7342149143993,40.1520667551277,-16.9874340332942,-4.37919193285312,0.565687789799078,0.0275143498876966
12.6450415283026,1.50517600716377e-05,69.9924245402601,103.454187877837,-28.3009763734504,-0.686090139755847,0.128648648648649,0.722433460076051
16.4968671998544,0.000149045575096551,21.2689758346889,127.861956382524,-9.9991210810805,-0.119778936024123,0.394546912590215,0.785310734463276
16.9711063368762,1.73456352755643e-07,29.1175823455491,134.947166935425,-18.1955587627399,-8.04976224924704,0.114247669773635,0.576923076923073
