VGS BS,VGS NS
11.6139599241269,51.555632679656
40.1124520338612,17.7979941937007
33.4353130244732,11.6075587075276
22.4050353110845,65.8663948597882
8.0622777971814,61.7759487534228
NaN,16.6487460547834
28.9110595538903,15.0941240774239
33.2261284516998,NaN
10.0989820892532,NaN
24.2190343895346,NaN
17.7579964814408,NaN
5.32469530648289,NaN
8.46224869871334,NaN
15.7407477328032,NaN
11.389142717603,NaN
21.4703839874385,NaN
22.5259691910608,NaN
17.3171511944668,NaN
8.45690040768663,NaN
11.9493039747689,NaN
NaN,NaN
17.979854877005,NaN
25.2548870073886,NaN
33.1465462137484,NaN
NaN,NaN
11.1582891400331,NaN
NaN,NaN
28.1421233036731,NaN
