VGS BS,VGS NS
6.12092119237236,6.61643402818877
4.46346591903931,6.64636710154637
4.68908180131889,7.66431095191135
4.43692848613797,6.45850567783261
3.37814671821633,5.5435286110921
6.26615691021096,4.38436024044434e-07
5.58880229537596,8.41988822509157
4.52362557733564,5.4609336000581
6.22536018584565,2.97239190321874
6.76286763395196,6.9563596409952
5.34760024408986,4.01345056255249
5.39374100305712,3.86132700877627
3.32697185639995,6.17983719282324
3.8159118305691,5.11491150503933
5.20792960636202,7.12423152735172
6.13400300032685,8.23133562747481
5.88751207271902,6.31448279487583
3.06316980797623e-08,8.53303935464932
4.91190432534873e-07,4.71936088661376
3.73934907894607,9.92222983043742
2.33417695822242,4.53037411482267
2.46096822510937,8.24215576867676
3.47087547500256e-06,5.1270020287302
1.01500016468161e-06,7.19052186986741
4.66548083939904,7.48761171329955
2.31366833831847,11.4140630097446
4.92008025967999,6.60073853070289
3.44942692568275,5.89619706433191
5.50788220469748,8.45954274919929
6.27013275882873,7.56159152964773
6.38923403225317e-06,6.23441511157858
4.81515717699303,8.32860628085626
4.49290717315856,7.91295673837238
1.88821880921659,6.22845918921867
2.35372827009985,5.27921997226912
5.77126757795534,9.75696340737655
3.57558594856648e-09,7.57046500701508
6.38438043442829,9.87144594827309
1.96118687432262,5.60257185248749
8.66723347653451e-06,7.54082655517197
7.96913185586201e-07,11.3517213114319
3.56862231900479,8.83620858714206
4.77731451126523,6.49132993528101
3.67786154717578,8.47855146259781
3.92534342192728,7.45311518593088
4.97790056082636,8.81606661827221
5.76203506741327,9.79436325216581
4.27001581569716,8.87867604084236
6.40557274011848,8.01167630942245
2.0101289023537,6.17748127543158
5.28096935560051,6.68314407124003
5.54554168378943,7.73002256621449
6.90869544588191,6.52566968919717
1.23299301802405e-05,12.3901971154629
2.81612825225937,9.4616555555748
3.58633240228974,9.14171890140587e-10
6.33285892196263,8.25811910644226
5.13788025122598,9.65063746180001
4.66279574782004,8.37112026833821
5.52005146616259,7.47193021199548
4.03149620536364e-06,8.99121990465704
5.18708696924935,5.34386839974576
5.00095922281721,8.46088083504605
4.1759988542181,2.12189067730078
5.01387254170972e-08,8.06562470599474
3.92806293572438,6.14503211784644
3.96366259755298,7.3921338363694
4.94319440531118,7.04202614517236
5.42305736551748,8.09676153239017
5.43000388500951,7.25217867343414
