VGS BS,VGS NS
15.4431693681878,14.6397478095792
11.5155417319955,20.9077496293021
8.51927721919939,18.4906071672015
8.7931838442751,31.5727134189918
9.37688121210461,25.519147504401
11.7040366237586,13.4208215793318
13.5701422326235,24.1203644408519
7.96728196590835,20.5268847914256
7.14966959208057,32.6873680416635
10.4335052513668,27.4331867977088
9.16001245853444,26.7485367568127
8.97987586956221,32.0525692805031
10.8269279837721,25.1011325431828
12.9333891114628,30.7891696217724
9.59600083891187,15.9145669405713
7.77216136328397,37.7500362289091
12.1799036391133,28.0967318054552
15.7054901868367,23.3461145591193
12.4734192355637,14.8488498731244
12.0220119536789,26.3270796835238
12.7372582506351,42.5810620425398
12.2924373937561,22.1748914465962
13.7248664062995,24.8572654710937
15.2204825811367,32.0401651506373
14.006503444069,22.5373602172275
12.192129128492,13.8723972874596
12.1387788596697,25.9639329893877
11.5262743903407,28.5742380513217
12.1846304219721,24.9791389292198
14.7804322554607,40.3474699172978
11.8757565197711,25.0581085161955
11.0003840110433,19.7374767748067
14.4161576573157,34.200148357163
11.1731349283153,25.7322179508791
13.5762674957198,27.0516044046355
7.09436355243956,34.9270005264148
15.1256766842337,23.8697754878312
14.5728910328329,27.589091425251
12.2490750470634,36.5487870622838
13.9821527308671,40.7103886147875
15.5004696964212,31.0331062931157
13.2016393405405,36.228792697221
8.84958627438032,38.705685591155
10.1649354590696,28.3478376965613
8.04904902574144,24.6091992034067
11.6615868914361,13.323983384682
6.0788699567238,24.0222571168963
12.5548019650625,25.52129140944
8.64511595967026,25.6879637257159
12.2180328707916,19.7811994039481
10.9310695180009,27.9251416193853
12.0334043204053,31.9665369789979
13.2158063009666,35.3358910666772
14.2118250693598,22.7784950587819
13.465438479646,17.5088016264553
12.5481845831409,31.4874033425581
9.0669342531983,18.8929423953597
10.7535101924335,20.3848666146822
12.3505154861654,17.1197157584685
9.32885434855109,20.1853308525458
13.733432447949,16.7421928561415
11.1379714205416,24.0532373325197
12.0528537148874,17.411497177348
12.9487743561463,26.1403030942684
13.1887134829914,43.1421945039625
13.6911198155199,34.0147754663459
15.2997704502999,28.9452890243344
11.0909910410692,12.1439666021083
14.0884516369294,22.5496339850775
10.8634546069836,32.4831637059657
