VGS BS,VGS NS
2.73299733708648,9.89808150881194
8.75475537651095,11.0556572561496
6.5715827887832e-08,4.87060394913533
2.56975184028777e-06,5.82216273668967e-06
1.15440309605745,10.0013171463188
NaN,5.62513260121315
8.8904874509037e-07,4.58230036383678e-06
5.68709584731629,NaN
0.35789932526321,NaN
4.49667915864941,NaN
6.47330431050115e-07,NaN
8.1369671898205,NaN
4.9496267446977,NaN
4.27718550651909e-06,NaN
1.18012372812572e-05,NaN
1.61016144071485,NaN
22.7314347055824,NaN
2.76077278039782e-05,NaN
8.56025661919774,NaN
2.45560325949471,NaN
NaN,NaN
0.055571040605998,NaN
6.3750676492987,NaN
1.1398704204189e-06,NaN
NaN,NaN
22.9417945172525,NaN
NaN,NaN
3.61861178155795,NaN
