T20170330_VChan007_2,T20170330_VChan010_2,T20170330_VChan012_3,T20170330_VChan013_2,T20170330_VChan016_3,T20170330_DChan010_2,T20170408_VChan079_2,T20170408_DChan062_4,T20170413_Velec77_1,T20170413_Velec66_2,T20170413_Velec63_1,T20170413_Velec65_1,T20170413_Velec52_1,T20170413_Velec52_2,T20170413_Velec3_2,B20171109_VChan093_2,B20171109_DChan013_2,B20171109_DChan017_3,B20171109_DChan017_4,B20171109_DChan025_4,B20171109_DChan046_2,B20171109_DChan069_2,B20171109_DChan085_6,B20171110_VChan093_4,B20171110_DChan010_4,B20171110_DChan088_3,B20171110_DChan096_2,B20171111_VChan063_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.684931506849315,2.77777777777778,2.82485875706215,6.4327485380117,0.8,27.2222222222222,8.06451612903226,9.44206008583691,0.884955752212389,3.86473429951691,7.36196319018405,3.10077519379845,2.32558139534884,1.69491525423729,5.68181818181818,3.40909090909091,10,1.17647058823529,0,2.8169014084507,9.09090909090909,3.7037037037037,8.98876404494382,7.86516853932584,12.2222222222222,5.55555555555556,3.48837209302326,5.55555555555556
2.05479452054795,7.77777777777778,3.38983050847458,6.4327485380117,1.6,37.7777777777778,2.41935483870968,10.3004291845494,2.65486725663717,3.86473429951691,3.06748466257669,5.42635658914729,0.581395348837209,0.564971751412429,3.97727272727273,5.68181818181818,12.2222222222222,2.35294117647059,2.53164556962025,5.63380281690141,2.27272727272727,1.23456790123457,8.98876404494382,2.24719101123596,5.55555555555556,13.3333333333333,12.7906976744186,7.77777777777778
4.10958904109589,5.55555555555556,1.69491525423729,7.01754385964912,1.6,32.2222222222222,6.45161290322581,15.0214592274678,2.65486725663717,3.86473429951691,4.9079754601227,2.32558139534884,0.581395348837209,0,7.95454545454545,6.81818181818182,8.88888888888889,2.35294117647059,0,4.22535211267606,5.68181818181818,1.23456790123457,12.3595505617978,8.98876404494382,10,14.4444444444444,10.4651162790698,5.55555555555556
3.42465753424658,6.66666666666667,2.82485875706215,5.26315789473684,1.6,33.8888888888889,4.03225806451613,13.3047210300429,0,2.89855072463768,6.13496932515337,5.42635658914729,0,0,2.27272727272727,5.68181818181818,15.5555555555556,3.52941176470588,1.26582278481013,4.22535211267606,2.27272727272727,2.46913580246914,8.98876404494382,3.37078651685393,11.1111111111111,10,12.7906976744186,7.77777777777778
4.79452054794521,3.88888888888889,3.38983050847458,3.50877192982456,0,30.5555555555556,7.25806451612903,14.5922746781116,2.65486725663717,4.83091787439614,1.84049079754601,2.32558139534884,0.581395348837209,0.564971751412429,4.54545454545455,10.2272727272727,13.3333333333333,0,3.79746835443038,2.8169014084507,3.40909090909091,3.7037037037037,6.74157303370786,4.49438202247191,12.2222222222222,11.1111111111111,9.30232558139535,8.88888888888889
2.05479452054795,3.88888888888889,2.25988700564972,6.4327485380117,1.6,36.1111111111111,4.83870967741935,15.0214592274678,0.884955752212389,1.93236714975845,5.52147239263804,2.32558139534884,1.74418604651163,0.564971751412429,5.68181818181818,2.27272727272727,8.88888888888889,0,0,2.8169014084507,9.09090909090909,1.23456790123457,5.61797752808989,4.49438202247191,13.3333333333333,12.2222222222222,9.30232558139535,3.33333333333333
2.73972602739726,3.33333333333333,2.25988700564972,7.01754385964912,0.8,27.7777777777778,7.25806451612903,11.587982832618,0,4.34782608695652,4.9079754601227,3.10077519379845,1.16279069767442,1.12994350282486,7.95454545454545,3.40909090909091,11.1111111111111,3.52941176470588,2.53164556962025,8.45070422535211,6.81818181818182,2.46913580246914,6.74157303370786,5.61797752808989,6.66666666666667,14.4444444444444,9.30232558139535,6.66666666666667
4.10958904109589,5,4.51977401129944,4.67836257309941,1.6,40,4.03225806451613,9.44206008583691,1.76991150442478,4.34782608695652,3.68098159509202,2.32558139534884,0.581395348837209,0.564971751412429,4.54545454545455,9.09090909090909,14.4444444444444,0,0,1.40845070422535,1.13636363636364,4.93827160493827,5.61797752808989,7.86516853932584,8.88888888888889,10,8.13953488372093,12.2222222222222
2.73972602739726,5.55555555555556,1.12994350282486,4.09356725146199,0.8,25.5555555555556,4.03225806451613,12.8755364806867,0,2.41545893719807,4.29447852760736,4.65116279069767,1.74418604651163,0.564971751412429,2.27272727272727,5.68181818181818,14.4444444444444,1.17647058823529,2.53164556962025,4.22535211267606,2.27272727272727,4.93827160493827,11.2359550561798,2.24719101123596,12.2222222222222,8.88888888888889,9.30232558139535,7.77777777777778
