τ_fit
235.68533624016837
30140.435717525477
212.4219519431041
90765.19026818007
124.66423143371985
75.07452778523897
590.3169601136434
51295.46340574784
1073.243277527409
4253.096424310949
129.41320072957217
112468.18359272786
262.32959427089264
131381.75842753612
87770.86278809777
3012.463969980721
180.99491299649787
73.14124635471511
279.55205540104083
15984.37743776399
550.7558500521992
439.33092859248995
44140.62093023132
2176.59486201147
5087.9494957960915
93682.41928986803
175.39196195323348
91657.0520971155
4465.877766801508
92916.09663430533
257.17973534092584
1901.7333744450505
616.4583453838187
